id,year,lgID,tmID,franchID,confID,divID,rank,G,W,L,T,OTL,Pts,name
1321,1947,NHL,NYR,NYR,,,4,60,21,26,13,,55,New York Rangers
1322,1947,NHL,TOR,TOR,,,1,60,32,15,13,,77,Toronto Maple Leafs
1323,1948,NHL,BOS,BOS,,,2,60,29,23,8,,66,Boston Bruins
1324,1948,NHL,CHI,CHI,,,5,60,21,31,8,,50,Chicago Black Hawks
1325,1948,NHL,DET,DET,,,1,60,34,19,7,,75,Detroit Red Wings
1326,1948,NHL,MTL,MTL,,,3,60,28,23,9,,65,Montreal Canadiens
1327,1948,NHL,NYR,NYR,,,6,60,18,31,11,,47,New York Rangers
1328,1948,NHL,TOR,TOR,,,4,60,22,25,13,,57,Toronto Maple Leafs
1329,1949,NHL,BOS,BOS,,,5,70,22,32,16,,60,Boston Bruins
1330,1949,NHL,CHI,CHI,,,6,70,22,38,10,,54,Chicago Black Hawks
1331,1949,NHL,DET,DET,,,1,70,37,19,14,,88,Detroit Red Wings
1332,1949,NHL,MTL,MTL,,,2,70,29,22,19,,77,Montreal Canadiens
1333,1949,NHL,NYR,NYR,,,4,70,28,31,11,,67,New York Rangers
1334,1949,NHL,TOR,TOR,,,3,70,31,27,12,,74,Toronto Maple Leafs
1335,1950,NHL,BOS,BOS,,,4,70,22,30,18,,62,Boston Bruins
1336,1950,NHL,CHI,CHI,,,6,70,13,47,10,,36,Chicago Black Hawks
1337,1950,NHL,DET,DET,,,1,70,44,13,13,,101,Detroit Red Wings
1338,1950,NHL,MTL,MTL,,,3,70,25,30,15,,65,Montreal Canadiens
1339,1950,NHL,NYR,NYR,,,5,70,20,29,21,,61,New York Rangers
1340,1950,NHL,TOR,TOR,,,2,70,41,16,13,,95,Toronto Maple Leafs
1341,1951,NHL,BOS,BOS,,,4,70,25,29,16,,66,Boston Bruins
1342,1951,NHL,CHI,CHI,,,6,70,17,44,9,,43,Chicago Black Hawks
1343,1951,NHL,DET,DET,,,1,70,44,14,12,,100,Detroit Red Wings
1344,1951,NHL,MTL,MTL,,,2,70,34,26,10,,78,Montreal Canadiens
1345,1951,NHL,NYR,NYR,,,5,70,23,34,13,,59,New York Rangers
1346,1951,NHL,TOR,TOR,,,3,70,29,25,16,,74,Toronto Maple Leafs
1347,1952,NHL,BOS,BOS,,,3,70,28,29,13,,69,Boston Bruins
1348,1952,NHL,CHI,CHI,,,4,70,27,28,15,,69,Chicago Black Hawks
1349,1952,NHL,DET,DET,,,1,70,36,16,18,,90,Detroit Red Wings
1350,1952,NHL,MTL,MTL,,,2,70,28,23,19,,75,Montreal Canadiens
1351,1952,NHL,NYR,NYR,,,6,70,17,37,16,,50,New York Rangers
1352,1952,NHL,TOR,TOR,,,5,70,27,30,13,,67,Toronto Maple Leafs
1353,1953,NHL,BOS,BOS,,,4,70,32,28,10,,74,Boston Bruins
1354,1953,NHL,CHI,CHI,,,6,70,12,51,7,,31,Chicago Black Hawks
1355,1953,NHL,DET,DET,,,1,70,37,19,14,,88,Detroit Red Wings
1356,1953,NHL,MTL,MTL,,,2,70,35,24,11,,81,Montreal Canadiens
1357,1953,NHL,NYR,NYR,,,5,70,29,31,10,,68,New York Rangers
1358,1953,NHL,TOR,TOR,,,3,70,32,24,14,,78,Toronto Maple Leafs
1359,1954,NHL,BOS,BOS,,,4,70,23,26,21,,67,Boston Bruins
1360,1954,NHL,CHI,CHI,,,6,70,13,40,17,,43,Chicago Black Hawks
1361,1954,NHL,DET,DET,,,1,70,42,17,11,,95,Detroit Red Wings
1362,1954,NHL,MTL,MTL,,,2,70,41,18,11,,93,Montreal Canadiens
1363,1954,NHL,NYR,NYR,,,5,70,17,35,18,,52,New York Rangers
1364,1954,NHL,TOR,TOR,,,3,70,24,24,22,,70,Toronto Maple Leafs
1365,1955,NHL,BOS,BOS,,,5,70,23,34,13,,59,Boston Bruins
1366,1955,NHL,CHI,CHI,,,6,70,19,39,12,,50,Chicago Black Hawks
1367,1955,NHL,DET,DET,,,2,70,30,24,16,,76,Detroit Red Wings
1368,1955,NHL,MTL,MTL,,,1,70,45,15,10,,100,Montreal Canadiens
1369,1955,NHL,NYR,NYR,,,3,70,32,28,10,,74,New York Rangers
1370,1955,NHL,TOR,TOR,,,4,70,24,33,13,,61,Toronto Maple Leafs
1371,1956,NHL,BOS,BOS,,,3,70,34,24,12,,80,Boston Bruins
1372,1956,NHL,CHI,CHI,,,6,70,16,39,15,,47,Chicago Black Hawks
1373,1956,NHL,DET,DET,,,1,70,38,20,12,,88,Detroit Red Wings
1374,1956,NHL,MTL,MTL,,,2,70,35,23,12,,82,Montreal Canadiens
1375,1956,NHL,NYR,NYR,,,4,70,26,30,14,,66,New York Rangers
1376,1956,NHL,TOR,TOR,,,5,70,21,34,15,,57,Toronto Maple Leafs
1377,1957,NHL,BOS,BOS,,,4,70,27,28,15,,69,Boston Bruins
1378,1957,NHL,CHI,CHI,,,5,70,24,39,7,,55,Chicago Black Hawks
1379,1957,NHL,DET,DET,,,3,70,29,29,12,,70,Detroit Red Wings
1380,1957,NHL,MTL,MTL,,,1,70,43,17,10,,96,Montreal Canadiens
1381,1957,NHL,NYR,NYR,,,2,70,32,25,13,,77,New York Rangers
1382,1957,NHL,TOR,TOR,,,6,70,21,38,11,,53,Toronto Maple Leafs
1383,1958,NHL,BOS,BOS,,,2,70,32,29,9,,73,Boston Bruins
1384,1958,NHL,CHI,CHI,,,3,70,28,29,13,,69,Chicago Black Hawks
1385,1958,NHL,DET,DET,,,6,70,25,37,8,,58,Detroit Red Wings
1386,1958,NHL,MTL,MTL,,,1,70,39,18,13,,91,Montreal Canadiens
1387,1958,NHL,NYR,NYR,,,5,70,26,32,12,,64,New York Rangers
1388,1958,NHL,TOR,TOR,,,4,70,27,32,11,,65,Toronto Maple Leafs
1389,1959,NHL,BOS,BOS,,,5,70,28,34,8,,64,Boston Bruins
1390,1959,NHL,CHI,CHI,,,3,70,28,29,13,,69,Chicago Black Hawks
1391,1959,NHL,DET,DET,,,4,70,26,29,15,,67,Detroit Red Wings
1392,1959,NHL,MTL,MTL,,,1,70,40,18,12,,92,Montreal Canadiens
1393,1959,NHL,NYR,NYR,,,6,70,17,38,15,,49,New York Rangers
1394,1959,NHL,TOR,TOR,,,2,70,35,26,9,,79,Toronto Maple Leafs
1395,1960,NHL,BOS,BOS,,,6,70,15,42,13,,43,Boston Bruins
1396,1960,NHL,CHI,CHI,,,3,70,29,24,17,,75,Chicago Black Hawks
1397,1960,NHL,DET,DET,,,4,70,25,29,16,,66,Detroit Red Wings
1398,1960,NHL,MTL,MTL,,,1,70,41,19,10,,92,Montreal Canadiens
1399,1960,NHL,NYR,NYR,,,5,70,22,38,10,,54,New York Rangers
1400,1960,NHL,TOR,TOR,,,2,70,39,19,12,,90,Toronto Maple Leafs
1401,1961,NHL,BOS,BOS,,,6,70,15,47,8,,38,Boston Bruins
1402,1961,NHL,CHI,CHI,,,3,70,31,26,13,,75,Chicago Black Hawks
1403,1961,NHL,DET,DET,,,5,70,23,33,14,,60,Detroit Red Wings
1404,1961,NHL,MTL,MTL,,,1,70,42,14,14,,98,Montreal Canadiens
1405,1961,NHL,NYR,NYR,,,4,70,26,32,12,,64,New York Rangers
1406,1961,NHL,TOR,TOR,,,2,70,37,22,11,,85,Toronto Maple Leafs
1407,1962,NHL,BOS,BOS,,,6,70,14,39,17,,45,Boston Bruins
1408,1962,NHL,CHI,CHI,,,2,70,32,21,17,,81,Chicago Black Hawks
1409,1962,NHL,DET,DET,,,4,70,32,25,13,,77,Detroit Red Wings
1410,1962,NHL,MTL,MTL,,,3,70,28,19,23,,79,Montreal Canadiens
1411,1962,NHL,NYR,NYR,,,5,70,22,36,12,,56,New York Rangers
1412,1962,NHL,TOR,TOR,,,1,70,35,23,12,,82,Toronto Maple Leafs
1413,1963,NHL,BOS,BOS,,,6,70,18,40,12,,48,Boston Bruins
1414,1963,NHL,CHI,CHI,,,2,70,36,22,12,,84,Chicago Black Hawks
1415,1963,NHL,DET,DET,,,4,70,30,29,11,,71,Detroit Red Wings
1416,1963,NHL,MTL,MTL,,,1,70,36,21,13,,85,Montreal Canadiens
1417,1963,NHL,NYR,NYR,,,5,70,22,38,10,,54,New York Rangers
1418,1963,NHL,TOR,TOR,,,3,70,33,25,12,,78,Toronto Maple Leafs
1419,1964,NHL,BOS,BOS,,,6,70,21,43,6,,48,Boston Bruins
1420,1964,NHL,CHI,CHI,,,3,70,34,28,8,,76,Chicago Black Hawks
1421,1964,NHL,DET,DET,,,1,70,40,23,7,,87,Detroit Red Wings
1422,1964,NHL,MTL,MTL,,,2,70,36,23,11,,83,Montreal Canadiens
1423,1964,NHL,NYR,NYR,,,5,70,20,38,12,,52,New York Rangers
1424,1964,NHL,TOR,TOR,,,4,70,30,26,14,,74,Toronto Maple Leafs
1425,1965,NHL,BOS,BOS,,,5,70,21,43,6,,48,Boston Bruins
1426,1965,NHL,CHI,CHI,,,2,70,37,25,8,,82,Chicago Black Hawks
1427,1965,NHL,DET,DET,,,4,70,31,27,12,,74,Detroit Red Wings
1428,1965,NHL,MTL,MTL,,,1,70,41,21,8,,90,Montreal Canadiens
1429,1965,NHL,NYR,NYR,,,6,70,18,41,11,,47,New York Rangers
1430,1965,NHL,TOR,TOR,,,3,70,34,25,11,,79,Toronto Maple Leafs
1431,1966,NHL,BOS,BOS,,,6,70,17,43,10,,44,Boston Bruins
1432,1966,NHL,CHI,CHI,,,1,70,41,17,12,,94,Chicago Black Hawks
1433,1966,NHL,DET,DET,,,5,70,27,39,4,,58,Detroit Red Wings
1434,1966,NHL,MTL,MTL,,,2,70,32,25,13,,77,Montreal Canadiens
1435,1966,NHL,NYR,NYR,,,4,70,30,28,12,,72,New York Rangers
1436,1966,NHL,TOR,TOR,,,3,70,32,27,11,,75,Toronto Maple Leafs
1437,1967,NHL,BOS,BOS,,ED,3,74,37,27,10,,84,Boston Bruins
1438,1967,NHL,CHI,CHI,,ED,4,74,32,26,16,,80,Chicago Black Hawks
1439,1967,NHL,DET,DET,,ED,6,74,27,35,12,,66,Detroit Red Wings
1440,1967,NHL,LAK,LAK,,WD,2,74,31,33,10,,72,Los Angeles Kings
1441,1967,NHL,MNS,DAL,,WD,4,74,27,32,15,,69,Minnesota North Stars
1442,1967,NHL,MTL,MTL,,ED,1,74,42,22,10,,94,Montreal Canadiens
1443,1967,NHL,NYR,NYR,,ED,2,74,39,23,12,,90,New York Rangers
1444,1967,NHL,OAK,CLE,,WD,6,74,15,42,17,,47,Oakland Seals
1445,1967,NHL,PHI,PHI,,WD,1,74,31,32,11,,73,Philadelphia Flyers
1446,1967,NHL,PIT,PIT,,WD,5,74,27,34,13,,67,Pittsburgh Penguins
1447,1967,NHL,STL,STL,,WD,3,74,27,31,16,,70,St. Louis Blues
1448,1967,NHL,TOR,TOR,,ED,5,74,33,31,10,,76,Toronto Maple Leafs
1449,1968,NHL,BOS,BOS,,ED,2,76,42,18,16,,100,Boston Bruins
1450,1968,NHL,CHI,CHI,,ED,6,76,34,33,9,,77,Chicago Black Hawks
1451,1968,NHL,DET,DET,,ED,5,76,33,31,12,,78,Detroit Red Wings
1452,1968,NHL,LAK,LAK,,WD,4,76,24,42,10,,58,Los Angeles Kings
1453,1968,NHL,MNS,DAL,,WD,6,76,18,43,15,,51,Minnesota North Stars
1454,1968,NHL,MTL,MTL,,ED,1,76,46,19,11,,103,Montreal Canadiens
1455,1968,NHL,NYR,NYR,,ED,3,76,41,26,9,,91,New York Rangers
1456,1968,NHL,OAK,CLE,,WD,2,76,29,36,11,,69,Oakland Seals
1457,1968,NHL,PHI,PHI,,WD,3,76,20,35,21,,61,Philadelphia Flyers
1458,1968,NHL,PIT,PIT,,WD,5,76,20,45,11,,51,Pittsburgh Penguins
1459,1968,NHL,STL,STL,,WD,1,76,37,25,14,,88,St. Louis Blues
1460,1968,NHL,TOR,TOR,,ED,4,76,35,26,15,,85,Toronto Maple Leafs
1461,1969,NHL,BOS,BOS,,ED,2,76,40,17,19,,99,Boston Bruins
1462,1969,NHL,CHI,CHI,,ED,1,76,45,22,9,,99,Chicago Black Hawks
1463,1969,NHL,DET,DET,,ED,3,76,40,21,15,,95,Detroit Red Wings
1464,1969,NHL,LAK,LAK,,WD,6,76,14,52,10,,38,Los Angeles Kings
1465,1969,NHL,MNS,DAL,,WD,3,76,19,35,22,,60,Minnesota North Stars
1466,1969,NHL,MTL,MTL,,ED,5,76,38,22,16,,92,Montreal Canadiens
1467,1969,NHL,NYR,NYR,,ED,4,76,38,22,16,,92,New York Rangers
1468,1969,NHL,OAK,CLE,,WD,4,76,22,40,14,,58,Oakland Seals
1469,1969,NHL,PHI,PHI,,WD,5,76,17,35,24,,58,Philadelphia Flyers
1470,1969,NHL,PIT,PIT,,WD,2,76,26,38,12,,64,Pittsburgh Penguins
1471,1969,NHL,STL,STL,,WD,1,76,37,27,12,,86,St. Louis Blues
1472,1969,NHL,TOR,TOR,,ED,6,76,29,34,13,,71,Toronto Maple Leafs
1473,1970,NHL,BOS,BOS,,ED,1,78,57,14,7,,121,Boston Bruins
1474,1970,NHL,BUF,BUF,,ED,5,78,24,39,15,,63,Buffalo Sabres
1475,1970,NHL,CHI,CHI,,WD,1,78,49,20,9,,107,Chicago Black Hawks
1476,1970,NHL,CLF,CLE,,WD,7,78,20,53,5,,45,California Golden Seals
1477,1970,NHL,DET,DET,,ED,7,78,22,45,11,,55,Detroit Red Wings
1478,1970,NHL,LAK,LAK,,WD,5,78,25,40,13,,63,Los Angeles Kings
1479,1970,NHL,MNS,DAL,,WD,4,78,28,34,16,,72,Minnesota North Stars
1480,1970,NHL,MTL,MTL,,ED,3,78,42,23,13,,97,Montreal Canadiens
1481,1970,NHL,NYR,NYR,,ED,2,78,49,18,11,,109,New York Rangers
1482,1970,NHL,PHI,PHI,,WD,3,78,28,33,17,,73,Philadelphia Flyers
1483,1970,NHL,PIT,PIT,,WD,6,78,21,37,20,,62,Pittsburgh Penguins
1484,1970,NHL,STL,STL,,WD,2,78,34,25,19,,87,St. Louis Blues
1485,1970,NHL,TOR,TOR,,ED,4,78,37,33,8,,82,Toronto Maple Leafs
1486,1970,NHL,VAN,VAN,,ED,6,78,24,46,8,,56,Vancouver Canucks
1487,1971,NHL,BOS,BOS,,ED,1,78,54,13,11,,119,Boston Bruins
1488,1971,NHL,BUF,BUF,,ED,6,78,16,43,19,,51,Buffalo Sabres
1489,1971,NHL,CHI,CHI,,WD,1,78,46,17,15,,107,Chicago Black Hawks
1490,1971,NHL,CLF,CLE,,WD,6,78,21,39,18,,60,California Golden Seals
1491,1971,NHL,DET,DET,,ED,5,78,33,35,10,,76,Detroit Red Wings
1492,1971,NHL,LAK,LAK,,WD,7,78,20,49,9,,49,Los Angeles Kings
1493,1971,NHL,MNS,DAL,,WD,2,78,37,29,12,,86,Minnesota North Stars
1494,1971,NHL,MTL,MTL,,ED,3,78,46,16,16,,108,Montreal Canadiens
1495,1971,NHL,NYR,NYR,,ED,2,78,48,17,13,,109,New York Rangers
1496,1971,NHL,PHI,PHI,,WD,5,78,26,38,14,,66,Philadelphia Flyers
1497,1971,NHL,PIT,PIT,,WD,4,78,26,38,14,,66,Pittsburgh Penguins
1498,1971,NHL,STL,STL,,WD,3,78,28,39,11,,67,St. Louis Blues
1499,1971,NHL,TOR,TOR,,ED,4,78,33,31,14,,80,Toronto Maple Leafs
1500,1971,NHL,VAN,VAN,,ED,7,78,20,50,8,,48,Vancouver Canucks
1501,1972,NHL,ATF,CAL,,WD,7,78,25,38,15,,65,Atlanta Flames
1502,1972,NHL,BOS,BOS,,ED,2,78,51,22,5,,107,Boston Bruins
1503,1972,NHL,BUF,BUF,,ED,4,78,37,27,14,,88,Buffalo Sabres
1504,1972,NHL,CHI,CHI,,WD,1,78,42,27,9,,93,Chicago Black Hawks
1505,1972,NHL,CLF,CLE,,WD,8,78,16,46,16,,48,California Golden Seals
1506,1972,NHL,DET,DET,,ED,5,78,37,29,12,,86,Detroit Red Wings
1507,1972,NHL,LAK,LAK,,WD,6,78,31,36,11,,73,Los Angeles Kings
1508,1972,NHL,MNS,DAL,,WD,3,78,37,30,11,,85,Minnesota North Stars
1509,1972,NHL,MTL,MTL,,ED,1,78,52,10,16,,120,Montreal Canadiens
1510,1972,NHL,NYI,NYI,,ED,8,78,12,60,6,,30,New York Islanders
1511,1972,NHL,NYR,NYR,,ED,3,78,47,23,8,,102,New York Rangers
1512,1972,NHL,PHI,PHI,,WD,2,78,37,30,11,,85,Philadelphia Flyers
1513,1972,NHL,PIT,PIT,,WD,5,78,32,37,9,,73,Pittsburgh Penguins
1514,1972,NHL,STL,STL,,WD,4,78,32,34,12,,76,St. Louis Blues
1515,1972,NHL,TOR,TOR,,ED,6,78,27,41,10,,64,Toronto Maple Leafs
1516,1972,NHL,VAN,VAN,,ED,7,78,22,47,9,,53,Vancouver Canucks
1517,1972,WHA,ALB,EDM,,WW,5,78,38,37,3,,79,Alberta Oilers
1518,1972,WHA,CHC,CHC,,WW,6,78,26,50,2,,54,Chicago Cougars
1519,1972,WHA,CLC,MF2,,EW,2,78,43,32,3,,89,Cleveland Crusaders
1520,1972,WHA,HOU,HOU,,WW,2,78,39,35,4,,82,Houston Aeros
1521,1972,WHA,LAS,MIB,,WW,3,78,37,35,6,,80,Los Angeles Sharks
1522,1972,WHA,MFS,MFS,,WW,4,78,38,37,3,,79,Minnesota Fighting Saints
1523,1972,WHA,NEW,CAR,,EW,1,78,46,30,2,,94,New England Whalers
1524,1972,WHA,NRA,SDM,,EW,6,78,33,43,2,,68,New York Raiders
1525,1972,WHA,OTN,BIR,,EW,4,78,35,39,4,,74,Ottawa Nationals
1526,1972,WHA,PHB,CAC,,EW,3,78,38,40,0,,76,Philadelphia Blazers
1527,1972,WHA,QUN,COL,,EW,5,78,33,40,5,,71,Quebec Nordiques
1528,1972,WHA,WIJ,ARI,,WW,1,78,43,31,4,,90,Winnipeg Jets
1529,1973,NHL,ATF,CAL,,WD,4,78,30,34,14,,74,Atlanta Flames
1530,1973,NHL,BOS,BOS,,ED,1,78,52,17,9,,113,Boston Bruins
1531,1973,NHL,BUF,BUF,,ED,5,78,32,34,12,,76,Buffalo Sabres
1532,1973,NHL,CHI,CHI,,WD,2,78,41,14,23,,105,Chicago Black Hawks
1533,1973,NHL,CLF,CLE,,WD,8,78,13,55,10,,36,California Golden Seals
1534,1973,NHL,DET,DET,,ED,6,78,29,39,10,,68,Detroit Red Wings
1535,1973,NHL,LAK,LAK,,WD,3,78,33,33,12,,78,Los Angeles Kings
1536,1973,NHL,MNS,DAL,,WD,7,78,23,38,17,,63,Minnesota North Stars
1537,1973,NHL,MTL,MTL,,ED,2,78,45,24,9,,99,Montreal Canadiens
1538,1973,NHL,NYI,NYI,,ED,8,78,19,41,18,,56,New York Islanders
1539,1973,NHL,NYR,NYR,,ED,3,78,40,24,14,,94,New York Rangers
1540,1973,NHL,PHI,PHI,,WD,1,78,50,16,12,,112,Philadelphia Flyers
1541,1973,NHL,PIT,PIT,,WD,5,78,28,41,9,,65,Pittsburgh Penguins
1542,1973,NHL,STL,STL,,WD,6,78,26,40,12,,64,St. Louis Blues
1543,1973,NHL,TOR,TOR,,ED,4,78,35,27,16,,86,Toronto Maple Leafs
1544,1973,NHL,VAN,VAN,,ED,7,78,24,43,11,,59,Vancouver Canucks
1545,1973,WHA,CHC,CHC,,EW,4,78,38,35,5,,81,Chicago Cougars
1546,1973,WHA,CLC,MF2,,EW,3,78,37,32,9,,83,Cleveland Crusaders
1547,1973,WHA,EDO,EDM,,WW,3,78,38,37,3,,79,Edmonton Oilers
1548,1973,WHA,HOU,HOU,,WW,1,78,48,25,5,,101,Houston Aeros
1549,1973,WHA,LAS,MIB,,WW,6,78,25,53,0,,50,Los Angeles Sharks
1550,1973,WHA,MFS,MFS,,WW,2,78,44,32,2,,90,Minnesota Fighting Saints
1551,1973,WHA,NEW,CAR,,EW,1,78,43,31,4,,90,New England Whalers
1552,1973,WHA,NYJ,SDM,,EW,6,78,32,42,4,,68,New York Golden Blades/Jersey Knights
1553,1973,WHA,QUN,COL,,EW,5,78,38,36,4,,80,Quebec Nordiques
1554,1973,WHA,TOT,BIR,,EW,2,78,41,33,4,,86,Toronto Toros
1555,1973,WHA,VAB,CAC,,WW,5,78,27,50,1,,55,Vancouver Blazers
1556,1973,WHA,WIJ,ARI,,WW,4,78,34,39,5,,73,Winnipeg Jets
1557,1974,NHL,ATF,CAL,CC,PT,4,80,34,31,15,,83,Atlanta Flames
1558,1974,NHL,BOS,BOS,WA,AD,2,80,40,26,14,,94,Boston Bruins
1559,1974,NHL,BUF,BUF,WA,AD,1,80,49,16,15,,113,Buffalo Sabres
1560,1974,NHL,CHI,CHI,CC,SM,3,80,37,35,8,,82,Chicago Black Hawks
1561,1974,NHL,CLF,CLE,WA,AD,4,80,19,48,13,,51,California Golden Seals
1562,1974,NHL,DET,DET,WA,NO,4,80,23,45,12,,58,Detroit Red Wings
1563,1974,NHL,KCS,NJD,CC,SM,5,80,15,54,11,,41,Kansas City Scouts
1564,1974,NHL,LAK,LAK,WA,NO,2,80,42,17,21,,105,Los Angeles Kings
1565,1974,NHL,MNS,DAL,CC,SM,4,80,23,50,7,,53,Minnesota North Stars
1566,1974,NHL,MTL,MTL,WA,NO,1,80,47,14,19,,113,Montreal Canadiens
1567,1974,NHL,NYI,NYI,CC,PT,3,80,33,25,22,,88,New York Islanders
1568,1974,NHL,NYR,NYR,CC,PT,2,80,37,29,14,,88,New York Rangers
1569,1974,NHL,PHI,PHI,CC,PT,1,80,51,18,11,,113,Philadelphia Flyers
1570,1974,NHL,PIT,PIT,WA,NO,3,80,37,28,15,,89,Pittsburgh Penguins
1571,1974,NHL,STL,STL,CC,SM,2,80,35,31,14,,84,St. Louis Blues
1572,1974,NHL,TOR,TOR,WA,AD,3,80,31,33,16,,78,Toronto Maple Leafs
1573,1974,NHL,VAN,VAN,CC,SM,1,80,38,32,10,,86,Vancouver Canucks
1574,1974,NHL,WAS,WAS,WA,NO,5,80,8,67,5,,21,Washington Capitals
1575,1974,WHA,CHC,CHC,,EW,3,78,30,47,1,,61,Chicago Cougars
1576,1974,WHA,CLC,MF2,,EW,2,78,35,40,3,,73,Cleveland Crusaders
1577,1974,WHA,EDO,EDM,,CW,5,78,36,38,4,,76,Edmonton Oilers
1578,1974,WHA,HOU,HOU,,WW,1,78,53,25,0,,106,Houston Aeros
1579,1974,WHA,IND,IND,,EW,4,78,18,57,3,,39,Indianapolis Racers
1580,1974,WHA,MFS,MFS,,WW,3,78,42,33,3,,87,Minnesota Fighting Saints
1581,1974,WHA,MIB,MIB,,WW,5,78,21,53,4,,46,Michigan Stags/Baltimore Blades
1582,1974,WHA,NEW,CAR,,EW,1,78,43,30,5,,91,New England Whalers
1583,1974,WHA,PHR,PHR,,WW,4,78,39,31,8,,86,Phoenix Roadrunners
1584,1974,WHA,QUN,COL,,CW,1,78,46,32,0,,92,Quebec Nordiques
1585,1974,WHA,SDM,SDM,,WW,2,78,43,31,4,,90,San Diego Mariners
1586,1974,WHA,TOT,BIR,,CW,2,78,43,33,2,,88,Toronto Toros
1587,1974,WHA,VAB,CAC,,CW,4,78,37,39,2,,76,Vancouver Blazers
1588,1974,WHA,WIJ,ARI,,CW,3,78,38,35,5,,81,Winnipeg Jets
1589,1975,NHL,ATF,CAL,CC,PT,3,80,35,33,12,,82,Atlanta Flames
1590,1975,NHL,BOS,BOS,WA,AD,1,80,48,15,17,,113,Boston Bruins
1591,1975,NHL,BUF,BUF,WA,AD,2,80,46,21,13,,105,Buffalo Sabres
1592,1975,NHL,CHI,CHI,CC,SM,1,80,32,30,18,,82,Chicago Black Hawks
1593,1975,NHL,CLF,CLE,WA,AD,4,80,27,42,11,,65,California Golden Seals
1594,1975,NHL,DET,DET,WA,NO,4,80,26,44,10,,62,Detroit Red Wings
1595,1975,NHL,KCS,NJD,CC,SM,5,80,12,56,12,,36,Kansas City Scouts
1596,1975,NHL,LAK,LAK,WA,NO,2,80,38,33,9,,85,Los Angeles Kings
1597,1975,NHL,MNS,DAL,CC,SM,4,80,20,53,7,,47,Minnesota North Stars
1598,1975,NHL,MTL,MTL,WA,NO,1,80,58,11,11,,127,Montreal Canadiens
1599,1975,NHL,NYI,NYI,CC,PT,2,80,42,21,17,,101,New York Islanders
1600,1975,NHL,NYR,NYR,CC,PT,4,80,29,42,9,,67,New York Rangers
1601,1975,NHL,PHI,PHI,CC,PT,1,80,51,13,16,,118,Philadelphia Flyers
1602,1975,NHL,PIT,PIT,WA,NO,3,80,35,33,12,,82,Pittsburgh Penguins
1603,1975,NHL,STL,STL,CC,SM,3,80,29,37,14,,72,St. Louis Blues
1604,1975,NHL,TOR,TOR,WA,AD,3,80,34,31,15,,83,Toronto Maple Leafs
1605,1975,NHL,VAN,VAN,CC,SM,2,80,33,32,15,,81,Vancouver Canucks
1606,1975,NHL,WAS,WAS,WA,NO,5,80,11,59,10,,32,Washington Capitals
1607,1975,WHA,CAC,CAC,,CW,3,80,41,35,4,,86,Calgary Cowboys
1608,1975,WHA,CIN,CIN,,EW,4,80,35,44,1,,71,Cincinnati Stingers
1609,1975,WHA,CLC,MF2,,EW,2,80,35,40,5,,75,Cleveland Crusaders
1610,1975,WHA,DOT,DOT,,WW,5,41,14,26,1,,29,Denver Spurs/Ottawa Civics
1611,1975,WHA,EDO,EDM,,CW,4,81,27,49,5,,59,Edmonton Oilers
1612,1975,WHA,HOU,HOU,,WW,1,80,53,27,0,,106,Houston Aeros
1613,1975,WHA,IND,IND,,EW,1,80,35,39,6,,76,Indianapolis Racers
1614,1975,WHA,MFS,MFS,,WW,4,59,30,25,4,,64,Minnesota Fighting Saints
1615,1975,WHA,NEW,CAR,,EW,3,80,33,40,7,,73,New England Whalers
1616,1975,WHA,PHR,PHR,,WW,2,80,39,35,6,,84,Phoenix Roadrunners
1617,1975,WHA,QUN,COL,,CW,2,81,50,27,4,,104,Quebec Nordiques
1618,1975,WHA,SDM,SDM,,WW,3,80,36,38,6,,78,San Diego Mariners
1619,1975,WHA,TOT,BIR,,CW,5,81,24,52,5,,53,Toronto Toros
1620,1975,WHA,WIJ,ARI,,CW,1,81,52,27,2,,106,Winnipeg Jets
1621,1976,NHL,ATF,CAL,CC,PT,3,80,34,34,12,,80,Atlanta Flames
1622,1976,NHL,BOS,BOS,WA,AD,1,80,49,23,8,,106,Boston Bruins
1623,1976,NHL,BUF,BUF,WA,AD,2,80,48,24,8,,104,Buffalo Sabres
1624,1976,NHL,CHI,CHI,CC,SM,3,80,26,43,11,,63,Chicago Black Hawks
1625,1976,NHL,CLE,CLE,WA,AD,4,80,25,42,13,,63,Cleveland Barons
1626,1976,NHL,COR,NJD,CC,SM,5,80,20,46,14,,54,Colorado Rockies
1627,1976,NHL,DET,DET,WA,NO,5,80,16,55,9,,41,Detroit Red Wings
1628,1976,NHL,LAK,LAK,WA,NO,2,80,34,31,15,,83,Los Angeles Kings
1629,1976,NHL,MNS,DAL,CC,SM,2,80,23,39,18,,64,Minnesota North Stars
1630,1976,NHL,MTL,MTL,WA,NO,1,80,60,8,12,,132,Montreal Canadiens
1631,1976,NHL,NYI,NYI,CC,PT,2,80,47,21,12,,106,New York Islanders
1632,1976,NHL,NYR,NYR,CC,PT,4,80,29,37,14,,72,New York Rangers
1633,1976,NHL,PHI,PHI,CC,PT,1,80,48,16,16,,112,Philadelphia Flyers
1634,1976,NHL,PIT,PIT,WA,NO,3,80,34,33,13,,81,Pittsburgh Penguins
1635,1976,NHL,STL,STL,CC,SM,1,80,32,39,9,,73,St. Louis Blues
1636,1976,NHL,TOR,TOR,WA,AD,3,80,33,32,15,,81,Toronto Maple Leafs
