id,year,lgID,tmID,franchID,confID,divID,rank,G,W,L,T,OTL,Pts,name
1000,1909,NHA,COB,BKN,,,4,12,4,8,0,,8,Cobalt Silver Kings
1001,1909,NHA,HAI,MTL,,,5,12,4,8,0,,8,Haileybury Hockey Club
1002,1909,NHA,LES,TBS,,,7,12,2,10,0,,4,Les Canadiens
1003,1909,NHA,MOS,MOS,,,6,12,3,8,1,,7,Montreal Shamrocks
1004,1909,NHA,MOW,MTW,,,1,12,11,1,0,,22,Montreal Wanderers
1005,1909,NHA,OT1,STE,,,2,12,9,3,0,,18,Ottawa Senators
1006,1909,NHA,REN,REN,,,3,12,8,3,1,,17,Renfrew Creamery Kings
1007,1910,NHA,MOC,MTL,,,2,16,8,8,0,,16,Montreal Canadiens
1008,1910,NHA,MOW,MTW,,,4,16,7,9,0,,14,Montreal Wanderers
1009,1910,NHA,OT1,STE,,,1,16,13,3,0,,26,Ottawa Senators
1010,1910,NHA,QU1,BKN,,,5,16,4,12,0,,8,Quebec Bulldogs
1011,1910,NHA,REN,REN,,,3,16,8,8,0,,16,Renfrew Creamery Kings
1012,1911,NHA,MOC,MTL,,,4,18,8,10,0,,16,Montreal Canadiens
1013,1911,NHA,MOW,MTW,,,3,18,9,9,0,,18,Montreal Wanderers
1014,1911,NHA,OT1,STE,,,2,18,9,9,0,,18,Ottawa Senators
1015,1911,NHA,QU1,BKN,,,1,18,10,8,0,,20,Quebec Bulldogs
1016,1911,PCHA,NWR,PO1,,,1,15,9,6,0,,18,New Westminster Royals
1017,1911,PCHA,VA1,SPO,,,3,16,7,9,0,,14,Victoria Aristocrats
1018,1911,PCHA,VML,VMR,,,2,15,7,8,0,,14,Vancouver Millionaires
1019,1912,NHA,MOC,MTL,,,5,20,9,11,0,,18,Montreal Canadiens
1020,1912,NHA,MOW,MTW,,,2,20,10,10,0,,20,Montreal Wanderers
1021,1912,NHA,OT1,STE,,,3,20,9,11,0,,18,Ottawa Senators
1022,1912,NHA,QU1,BKN,,,1,20,16,4,0,,32,Quebec Bulldogs
1023,1912,NHA,TBS,TBS,,,4,20,9,11,0,,18,Toronto Blueshirts
1024,1912,NHA,TO1,TOO,,,6,20,7,13,0,,14,Toronto Tecumsehs
1025,1912,PCHA,NWR,PO1,,,3,13,4,9,0,,8,New Westminster Royals
1026,1912,PCHA,VA1,SPO,,,1,15,10,5,0,,20,Victoria Aristocrats
1027,1912,PCHA,VML,VMR,,,2,14,7,7,0,,14,Vancouver Millionaires
1028,1913,NHA,MOC,MTL,,,2,20,13,7,0,,26,Montreal Canadiens
1029,1913,NHA,MOW,MTW,,,5,20,7,13,0,,14,Montreal Wanderers
1030,1913,NHA,OT1,STE,,,4,20,11,9,0,,22,Ottawa Senators
1031,1913,NHA,QU1,BKN,,,3,20,12,8,0,,24,Quebec Bulldogs
1032,1913,NHA,TBS,TBS,,,1,20,13,7,0,,26,Toronto Blueshirts
1033,1913,NHA,TOO,TOO,,,6,20,4,16,0,,8,Toronto Ontarios
1034,1913,PCHA,NWR,PO1,,,3,16,7,9,0,,14,New Westminster Royals
1035,1913,PCHA,VA1,SPO,,,1,16,10,6,0,,20,Victoria Aristocrats
1036,1913,PCHA,VML,VMR,,,2,16,7,9,0,,14,Vancouver Millionaires
1037,1914,NHA,MOC,MTL,,,6,20,6,14,0,,12,Montreal Canadiens
1038,1914,NHA,MOW,MTW,,,2,20,14,6,0,,28,Montreal Wanderers
1039,1914,NHA,OT1,STE,,,1,20,14,6,0,,28,Ottawa Senators
1040,1914,NHA,QU1,BKN,,,3,20,11,9,0,,22,Quebec Bulldogs
1041,1914,NHA,TBS,TBS,,,4,20,8,12,0,,16,Toronto Blueshirts
1042,1914,NHA,TOO,TOO,,,5,20,7,13,0,,14,Toronto Ontarios/Shamrocks
1043,1914,PCHA,PO1,PO1,,,2,18,9,9,0,,18,Portland Rosebuds
1044,1914,PCHA,VA1,SPO,,,3,17,4,13,0,,8,Victoria Aristocrats
1045,1914,PCHA,VML,VMR,,,1,17,13,4,0,,26,Vancouver Millionaires
1046,1915,NHA,MOC,MTL,,,1,24,16,7,1,,33,Montreal Canadiens
1047,1915,NHA,MOW,MTW,,,4,24,10,14,0,,20,Montreal Wanderers
1048,1915,NHA,OT1,STE,,,2,24,13,11,0,,26,Ottawa Senators
1049,1915,NHA,QU1,BKN,,,3,24,10,12,2,,22,Quebec Bulldogs
1050,1915,NHA,TBS,TBS,,,5,24,9,14,1,,19,Toronto Blueshirts
1051,1915,PCHA,PO1,PO1,,,1,18,13,5,0,,26,Portland Rosebuds
1052,1915,PCHA,SEA,SEA,,,3,18,9,9,0,,18,Seattle Metropolitans
1053,1915,PCHA,VA1,SPO,,,4,18,5,13,0,,10,Victoria Aristocrats
1054,1915,PCHA,VML,VMR,,,2,18,9,9,0,,18,Vancouver Millionaires
1055,1916,NHA,MOC,MTL,,,2,20,10,10,0,,20,Montreal Canadiens
1056,1916,NHA,MOW,MTW,,,6,20,5,15,0,,10,Montreal Wanderers
1057,1916,NHA,OT1,STE,,,1,20,15,5,0,,30,Ottawa Senators
1058,1916,NHA,QU1,BKN,,,2,20,10,10,0,,20,Quebec Bulldogs
1059,1916,NHA,TBS,TBS,,,4,14,7,7,0,,14,Toronto Blueshirts
1060,1916,NHA,TOB,TOB,,,4,14,7,7,0,,14,228th Battalion
1061,1916,PCHA,PO1,PO1,,,3,24,9,15,0,,18,Portland Rosebuds
1062,1916,PCHA,SEA,SEA,,,1,24,16,8,0,,32,Seattle Metropolitans
1063,1916,PCHA,SPO,SPO,,,4,23,8,15,0,,16,Spokane Canaries
1064,1916,PCHA,VML,VMR,,,2,23,14,9,0,,28,Vancouver Millionaires
1065,1917,NHL,MTL,MTL,,,1,22,13,9,0,,26,Montreal Canadiens
1066,1917,NHL,MTW,MTW,,,4,6,1,5,0,,2,Montreal Wanderers
1067,1917,NHL,OTS,STE,,,3,22,9,13,0,,18,Ottawa Senators
1068,1917,NHL,TOA,TOR,,,1,22,13,9,0,,26,Toronto Arenas
1069,1917,PCHA,PO1,PO1,,,3,18,7,11,0,,14,Portland Rosebuds
1070,1917,PCHA,SEA,SEA,,,1,18,11,7,0,,22,Seattle Metropolitans
1071,1917,PCHA,VML,VMR,,,2,18,9,9,0,,18,Vancouver Millionaires
1072,1918,NHL,MTL,MTL,,,2,18,10,8,0,,20,Montreal Canadiens
1073,1918,NHL,OTS,STE,,,1,18,12,6,0,,24,Ottawa Senators
1074,1918,NHL,TOA,TOR,,,3,18,5,13,0,,10,Toronto Arenas
1075,1918,PCHA,SEA,SEA,,,2,20,11,9,0,,22,Seattle Metropolitans
1076,1918,PCHA,VA2,VIC,,,3,20,7,13,0,,14,Victoria Aristocrats
1077,1918,PCHA,VML,VMR,,,1,20,12,8,0,,24,Vancouver Millionaires
1078,1919,NHL,MTL,MTL,,,2,24,13,11,0,,26,Montreal Canadiens
1079,1919,NHL,OTS,STE,,,1,24,19,5,0,,38,Ottawa Senators
1080,1919,NHL,QUB,BKN,,,4,24,4,20,0,,8,Quebec Bulldogs
1081,1919,NHL,TRS,TOR,,,3,24,12,12,0,,24,Toronto St. Patricks
1082,1919,PCHA,SEA,SEA,,,1,22,12,10,0,,24,Seattle Metropolitans
1083,1919,PCHA,VA2,VIC,,,3,22,10,12,0,,20,Victoria Aristocrats
1084,1919,PCHA,VML,VMR,,,2,22,11,11,0,,22,Vancouver Millionaires
1085,1920,NHL,HAM,BKN,,,4,24,6,18,0,,12,Hamilton Tigers
1086,1920,NHL,MTL,MTL,,,3,24,13,11,0,,26,Montreal Canadiens
1087,1920,NHL,OTS,STE,,,2,24,14,10,0,,28,Ottawa Senators
1088,1920,NHL,TRS,TOR,,,1,24,15,9,0,,30,Toronto St. Patricks
1089,1920,PCHA,SEA,SEA,,,2,24,12,11,1,,25,Seattle Metropolitans
1090,1920,PCHA,VA2,VIC,,,3,24,10,13,1,,21,Victoria Aristocrats
1091,1920,PCHA,VML,VMR,,,1,24,13,11,0,,26,Vancouver Millionaires
1092,1921,NHL,HAM,BKN,,,4,24,7,17,0,,14,Hamilton Tigers
1093,1921,NHL,MTL,MTL,,,3,24,12,11,1,,25,Montreal Canadiens
1094,1921,NHL,OTS,STE,,,1,24,14,8,2,,30,Ottawa Senators
1095,1921,NHL,TRS,TOR,,,2,24,13,10,1,,27,Toronto St. Patricks
1096,1921,PCHA,SEA,SEA,,,1,24,12,11,1,,25,Seattle Metropolitans
1097,1921,PCHA,VA2,VIC,,,3,24,11,12,1,,23,Victoria Aristocrats
1098,1921,PCHA,VML,VMR,,,2,24,12,12,0,,24,Vancouver Millionaires
1099,1921,WCHL,CAT,CAT,,,3,24,14,10,0,,28,Calgary Tigers
1100,1921,WCHL,EDE,EDE,,,1,24,15,9,0,,30,Edmonton Eskimos
1101,1921,WCHL,REG,POR,,,2,24,14,10,0,,28,Regina Capitals
1102,1921,WCHL,SMJ,SAS,,,4,24,5,19,0,,10,Saskatoon/Moose Jaw Sheiks
1103,1922,NHL,HAM,BKN,,,4,24,6,18,0,,12,Hamilton Tigers
1104,1922,NHL,MTL,MTL,,,2,24,13,9,2,,28,Montreal Canadiens
1105,1922,NHL,OTS,STE,,,1,24,14,9,1,,29,Ottawa Senators
1106,1922,NHL,TRS,TOR,,,3,24,13,10,1,,27,Toronto St. Patricks
1107,1922,PCHA,SEA,SEA,,,3,30,15,15,0,,30,Seattle Metropolitans
1108,1922,PCHA,VAM,VMR,,,1,30,17,12,1,,35,Vancouver Maroons
1109,1922,PCHA,VC1,VIC,,,2,30,16,14,0,,32,Victoria Cougars
1110,1922,WCHL,CAT,CAT,,,3,30,12,18,0,,24,Calgary Tigers
1111,1922,WCHL,EDE,EDE,,,1,30,19,10,1,,39,Edmonton Eskimos
1112,1922,WCHL,REG,POR,,,2,30,16,14,0,,32,Regina Capitals
1113,1922,WCHL,SAC,SAS,,,4,30,8,20,2,,18,Saskatoon Crescents
1114,1923,NHL,HAM,BKN,,,4,24,9,15,0,,18,Hamilton Tigers
1115,1923,NHL,MTL,MTL,,,2,24,13,11,0,,26,Montreal Canadiens
1116,1923,NHL,OTS,STE,,,1,24,16,8,0,,32,Ottawa Senators
1117,1923,NHL,TRS,TOR,,,3,24,10,14,0,,20,Toronto St. Patricks
1118,1923,PCHA,SEA,SEA,,,1,30,14,16,0,,28,Seattle Metropolitans
1119,1923,PCHA,VAM,VMR,,,2,30,13,16,1,,27,Vancouver Maroons
1120,1923,PCHA,VC1,VIC,,,3,30,11,18,1,,23,Victoria Cougars
1121,1923,WCHL,CAT,CAT,,,1,30,18,11,1,,37,Calgary Tigers
1122,1923,WCHL,EDE,EDE,,,4,30,11,15,4,,26,Edmonton Eskimos
1123,1923,WCHL,REG,POR,,,2,30,17,11,2,,36,Regina Capitals
1124,1923,WCHL,SAC,SAS,,,3,30,15,12,3,,33,Saskatoon Crescents
1125,1924,NHL,BOS,BOS,,,6,30,6,24,0,,12,Boston Bruins
1126,1924,NHL,HAM,BKN,,,1,30,19,10,1,,39,Hamilton Tigers
1127,1924,NHL,MTL,MTL,,,3,30,17,11,2,,36,Montreal Canadiens
1128,1924,NHL,MTM,MTM,,,5,30,9,19,2,,20,Montreal Maroons
1129,1924,NHL,OTS,STE,,,4,30,17,12,1,,35,Ottawa Senators
1130,1924,NHL,TRS,TOR,,,2,30,19,11,0,,38,Toronto St. Patricks
1131,1924,WCHL,CAT,CAT,,,1,28,17,11,0,,34,Calgary Tigers
1132,1924,WCHL,EDE,EDE,,,4,28,14,13,1,,29,Edmonton Eskimos
1133,1924,WCHL,REG,POR,,,6,28,8,20,0,,16,Regina Capitals
1134,1924,WCHL,SAS,SAS,,,2,28,16,11,1,,33,Saskatoon Sheiks
1135,1924,WCHL,VIC,VIC,,,3,28,16,12,0,,32,Victoria Cougars
1136,1924,WCHL,VMR,VMR,,,5,28,12,16,0,,24,Vancouver Maroons
1137,1925,NHL,BOS,BOS,,,4,36,17,15,4,,38,Boston Bruins
1138,1925,NHL,MTL,MTL,,,7,36,11,24,1,,23,Montreal Canadiens
1139,1925,NHL,MTM,MTM,,,2,36,20,11,5,,45,Montreal Maroons
1140,1925,NHL,NYA,BKN,,,5,36,12,20,4,,28,New York Americans
1141,1925,NHL,OTS,STE,,,1,36,24,8,4,,52,Ottawa Senators
1142,1925,NHL,PIP,PHQ,,,3,36,19,16,1,,39,Pittsburgh Pirates
1143,1925,NHL,TRS,TOR,,,6,36,12,21,3,,27,Toronto St. Patricks
1144,1925,WCHL,CAT,CAT,,,5,30,10,17,3,,23,Calgary Tigers
1145,1925,WCHL,EDE,EDE,,,1,30,19,11,0,,38,Edmonton Eskimos
1146,1925,WCHL,POR,POR,,,4,30,12,16,2,,26,Portland Rosebuds
1147,1925,WCHL,SAS,SAS,,,2,30,18,11,1,,37,Saskatoon Sheiks
1148,1925,WCHL,VIC,VIC,,,3,30,15,11,4,,34,Victoria Cougars
1149,1925,WCHL,VMR,VMR,,,6,30,10,18,2,,22,Vancouver Maroons
1150,1926,NHL,BOS,BOS,,AM,2,44,21,20,3,,45,Boston Bruins
1151,1926,NHL,CHI,CHI,,AM,3,44,19,22,3,,41,Chicago Black Hawks
1152,1926,NHL,DTC,DET,,AM,5,44,12,28,4,,28,Detroit Cougars
1153,1926,NHL,MTL,MTL,,CA,2,44,28,14,2,,58,Montreal Canadiens
1154,1926,NHL,MTM,MTM,,CA,3,44,20,20,4,,44,Montreal Maroons
1155,1926,NHL,NYA,BKN,,CA,4,44,17,25,2,,36,New York Americans
1156,1926,NHL,NYR,NYR,,AM,1,44,25,13,6,,56,New York Rangers
1157,1926,NHL,OTS,STE,,CA,1,44,30,10,4,,64,Ottawa Senators
1158,1926,NHL,PIP,PHQ,,AM,4,44,15,26,3,,33,Pittsburgh Pirates
1159,1926,NHL,TRS,TOR,,CA,5,44,15,24,5,,35,Toronto St. Patricks
1160,1927,NHL,BOS,BOS,,AM,1,44,20,13,11,,51,Boston Bruins
1161,1927,NHL,CHI,CHI,,AM,5,44,7,34,3,,17,Chicago Black Hawks
1162,1927,NHL,DTC,DET,,AM,4,44,19,19,6,,44,Detroit Cougars
1163,1927,NHL,MTL,MTL,,CA,1,44,26,11,7,,59,Montreal Canadiens
1164,1927,NHL,MTM,MTM,,CA,2,44,24,14,6,,54,Montreal Maroons
1165,1927,NHL,NYA,BKN,,CA,5,44,11,27,6,,28,New York Americans
1166,1927,NHL,NYR,NYR,,AM,2,44,19,16,9,,47,New York Rangers
1167,1927,NHL,OTS,STE,,CA,3,44,20,14,10,,50,Ottawa Senators
1168,1927,NHL,PIP,PHQ,,AM,3,44,19,17,8,,46,Pittsburgh Pirates
1169,1927,NHL,TOR,TOR,,CA,4,44,18,18,8,,44,Toronto Maple Leafs
1170,1928,NHL,BOS,BOS,,AM,1,44,26,13,5,,57,Boston Bruins
1171,1928,NHL,CHI,CHI,,AM,5,44,7,29,8,,22,Chicago Black Hawks
1172,1928,NHL,DTC,DET,,AM,3,44,19,16,9,,47,Detroit Cougars
1173,1928,NHL,MTL,MTL,,CA,1,44,22,7,15,,59,Montreal Canadiens
1174,1928,NHL,MTM,MTM,,CA,5,44,15,20,9,,39,Montreal Maroons
1175,1928,NHL,NYA,BKN,,CA,2,44,19,13,12,,50,New York Americans
1176,1928,NHL,NYR,NYR,,AM,2,44,21,13,10,,52,New York Rangers
1177,1928,NHL,OTS,STE,,CA,4,44,14,17,13,,41,Ottawa Senators
1178,1928,NHL,PIP,PHQ,,AM,4,44,9,27,8,,26,Pittsburgh Pirates
1179,1928,NHL,TOR,TOR,,CA,3,44,21,18,5,,47,Toronto Maple Leafs
1180,1929,NHL,BOS,BOS,,AM,1,44,38,5,1,,77,Boston Bruins
1181,1929,NHL,CHI,CHI,,AM,2,44,21,18,5,,47,Chicago Black Hawks
1182,1929,NHL,DTC,DET,,AM,4,44,14,24,6,,34,Detroit Cougars
1183,1929,NHL,MTL,MTL,,CA,2,44,21,14,9,,51,Montreal Canadiens
1184,1929,NHL,MTM,MTM,,CA,1,44,23,16,5,,51,Montreal Maroons
1185,1929,NHL,NYA,BKN,,CA,5,44,14,25,5,,33,New York Americans
1186,1929,NHL,NYR,NYR,,AM,3,44,17,17,10,,44,New York Rangers
1187,1929,NHL,OTS,STE,,CA,3,44,21,15,8,,50,Ottawa Senators
1188,1929,NHL,PIP,PHQ,,AM,5,44,5,36,3,,13,Pittsburgh Pirates
1189,1929,NHL,TOR,TOR,,CA,4,44,17,21,6,,40,Toronto Maple Leafs
1190,1930,NHL,BOS,BOS,,AM,1,44,28,10,6,,62,Boston Bruins
1191,1930,NHL,CHI,CHI,,AM,2,44,24,17,3,,51,Chicago Black Hawks
1192,1930,NHL,DTF,DET,,AM,4,44,16,21,7,,39,Detroit Falcons
1193,1930,NHL,MTL,MTL,,CA,1,44,26,10,8,,60,Montreal Canadiens
1194,1930,NHL,MTM,MTM,,CA,3,44,20,18,6,,46,Montreal Maroons
1195,1930,NHL,NYA,BKN,,CA,4,44,18,16,10,,46,New York Americans
1196,1930,NHL,NYR,NYR,,AM,3,44,19,16,9,,47,New York Rangers
1197,1930,NHL,OTS,STE,,CA,5,44,10,30,4,,24,Ottawa Senators
1198,1930,NHL,PHQ,PHQ,,AM,5,44,4,36,4,,12,Philadelphia Quakers
1199,1930,NHL,TOR,TOR,,CA,2,44,22,13,9,,53,Toronto Maple Leafs
1200,1931,NHL,BOS,BOS,,AM,4,48,15,21,12,,42,Boston Bruins
1201,1931,NHL,CHI,CHI,,AM,2,48,18,19,11,,47,Chicago Black Hawks
1202,1931,NHL,DTF,DET,,AM,3,48,18,20,10,,46,Detroit Falcons
1203,1931,NHL,MTL,MTL,,CA,1,48,25,16,7,,57,Montreal Canadiens
1204,1931,NHL,MTM,MTM,,CA,3,48,19,22,7,,45,Montreal Maroons
1205,1931,NHL,NYA,BKN,,CA,4,48,16,24,8,,40,New York Americans
1206,1931,NHL,NYR,NYR,,AM,1,48,23,17,8,,54,New York Rangers
1207,1931,NHL,TOR,TOR,,CA,2,48,23,18,7,,53,Toronto Maple Leafs
1208,1932,NHL,BOS,BOS,,AM,1,48,25,15,8,,58,Boston Bruins
1209,1932,NHL,CHI,CHI,,AM,4,48,16,20,12,,44,Chicago Black Hawks
1210,1932,NHL,DET,DET,,AM,2,48,25,15,8,,58,Detroit Red Wings
1211,1932,NHL,MTL,MTL,,CA,3,48,18,25,5,,41,Montreal Canadiens
1212,1932,NHL,MTM,MTM,,CA,2,48,22,20,6,,50,Montreal Maroons
1213,1932,NHL,NYA,BKN,,CA,4,48,15,22,11,,41,New York Americans
1214,1932,NHL,NYR,NYR,,AM,3,48,23,17,8,,54,New York Rangers
1215,1932,NHL,OTS,STE,,CA,5,48,11,27,10,,32,Ottawa Senators
1216,1932,NHL,TOR,TOR,,CA,1,48,24,18,6,,54,Toronto Maple Leafs
1217,1933,NHL,BOS,BOS,,AM,4,48,18,25,5,,41,Boston Bruins
1218,1933,NHL,CHI,CHI,,AM,2,48,20,17,11,,51,Chicago Black Hawks
1219,1933,NHL,DET,DET,,AM,1,48,24,14,10,,58,Detroit Red Wings
1220,1933,NHL,MTL,MTL,,CA,2,48,22,20,6,,50,Montreal Canadiens
1221,1933,NHL,MTM,MTM,,CA,3,48,19,18,11,,49,Montreal Maroons
1222,1933,NHL,NYA,BKN,,CA,4,48,15,23,10,,40,New York Americans
1223,1933,NHL,NYR,NYR,,AM,3,48,21,19,8,,50,New York Rangers
1224,1933,NHL,OTS,STE,,CA,5,48,13,29,6,,32,Ottawa Senators
1225,1933,NHL,TOR,TOR,,CA,1,48,26,13,9,,61,Toronto Maple Leafs
1226,1934,NHL,BOS,BOS,,AM,1,48,26,16,6,,58,Boston Bruins
1227,1934,NHL,CHI,CHI,,AM,2,48,26,17,5,,57,Chicago Black Hawks
1228,1934,NHL,DET,DET,,AM,4,48,19,22,7,,45,Detroit Red Wings
1229,1934,NHL,MTL,MTL,,CA,3,48,19,23,6,,44,Montreal Canadiens
1230,1934,NHL,MTM,MTM,,CA,2,48,24,19,5,,53,Montreal Maroons
1231,1934,NHL,NYA,BKN,,CA,4,48,12,27,9,,33,New York Americans
1232,1934,NHL,NYR,NYR,,AM,3,48,22,20,6,,50,New York Rangers
1233,1934,NHL,STE,STE,,CA,5,48,11,31,6,,28,St. Louis Eagles
1234,1934,NHL,TOR,TOR,,CA,1,48,30,14,4,,64,Toronto Maple Leafs
1235,1935,NHL,BOS,BOS,,AM,2,48,22,20,6,,50,Boston Bruins
1236,1935,NHL,CHI,CHI,,AM,3,48,21,19,8,,50,Chicago Black Hawks
1237,1935,NHL,DET,DET,,AM,1,48,24,16,8,,56,Detroit Red Wings
1238,1935,NHL,MTL,MTL,,CA,4,48,11,26,11,,33,Montreal Canadiens
1239,1935,NHL,MTM,MTM,,CA,1,48,22,16,10,,54,Montreal Maroons
1240,1935,NHL,NYA,BKN,,CA,3,48,16,25,7,,39,New York Americans
1241,1935,NHL,NYR,NYR,,AM,4,48,19,17,12,,50,New York Rangers
1242,1935,NHL,TOR,TOR,,CA,2,48,23,19,6,,52,Toronto Maple Leafs
1243,1936,NHL,BOS,BOS,,AM,2,48,23,18,7,,53,Boston Bruins
1244,1936,NHL,CHI,CHI,,AM,4,48,14,27,7,,35,Chicago Black Hawks
1245,1936,NHL,DET,DET,,AM,1,48,25,14,9,,59,Detroit Red Wings
1246,1936,NHL,MTL,MTL,,CA,1,48,24,18,6,,54,Montreal Canadiens
1247,1936,NHL,MTM,MTM,,CA,2,48,22,17,9,,53,Montreal Maroons
1248,1936,NHL,NYA,BKN,,CA,4,48,15,29,4,,34,New York Americans
1249,1936,NHL,NYR,NYR,,AM,3,48,19,20,9,,47,New York Rangers
1250,1936,NHL,TOR,TOR,,CA,3,48,22,21,5,,49,Toronto Maple Leafs
1251,1937,NHL,BOS,BOS,,AM,1,48,30,11,7,,67,Boston Bruins
1252,1937,NHL,CHI,CHI,,AM,3,48,14,25,9,,37,Chicago Black Hawks
1253,1937,NHL,DET,DET,,AM,4,48,12,25,11,,35,Detroit Red Wings
1254,1937,NHL,MTL,MTL,,CA,3,48,18,17,13,,49,Montreal Canadiens
1255,1937,NHL,MTM,MTM,,CA,4,48,12,30,6,,30,Montreal Maroons
1256,1937,NHL,NYA,BKN,,CA,2,48,19,18,11,,49,New York Americans
1257,1937,NHL,NYR,NYR,,AM,2,48,27,15,6,,60,New York Rangers
1258,1937,NHL,TOR,TOR,,CA,1,48,24,15,9,,57,Toronto Maple Leafs
1259,1938,NHL,BOS,BOS,,,1,48,36,10,2,,74,Boston Bruins
1260,1938,NHL,CHI,CHI,,,7,48,12,28,8,,32,Chicago Black Hawks
1261,1938,NHL,DET,DET,,,5,48,18,24,6,,42,Detroit Red Wings
1262,1938,NHL,MTL,MTL,,,6,48,15,24,9,,39,Montreal Canadiens
1263,1938,NHL,NYA,BKN,,,4,48,17,21,10,,44,New York Americans
1264,1938,NHL,NYR,NYR,,,2,48,26,16,6,,58,New York Rangers
1265,1938,NHL,TOR,TOR,,,3,48,19,20,9,,47,Toronto Maple Leafs
1266,1939,NHL,BOS,BOS,,,1,48,31,12,5,,67,Boston Bruins
1267,1939,NHL,CHI,CHI,,,4,48,23,19,6,,52,Chicago Black Hawks
1268,1939,NHL,DET,DET,,,5,48,16,26,6,,38,Detroit Red Wings
1269,1939,NHL,MTL,MTL,,,7,48,10,33,5,,25,Montreal Canadiens
1270,1939,NHL,NYA,BKN,,,6,48,15,29,4,,34,New York Americans
1271,1939,NHL,NYR,NYR,,,2,48,27,11,10,,64,New York Rangers
1272,1939,NHL,TOR,TOR,,,3,48,25,17,6,,56,Toronto Maple Leafs
1273,1940,NHL,BOS,BOS,,,1,48,27,8,13,,67,Boston Bruins
1274,1940,NHL,CHI,CHI,,,5,48,16,25,7,,39,Chicago Black Hawks
1275,1940,NHL,DET,DET,,,3,48,21,16,11,,53,Detroit Red Wings
1276,1940,NHL,MTL,MTL,,,6,48,16,26,6,,38,Montreal Canadiens
1277,1940,NHL,NYA,BKN,,,7,48,8,29,11,,27,New York Americans
1278,1940,NHL,NYR,NYR,,,4,48,21,19,8,,50,New York Rangers
1279,1940,NHL,TOR,TOR,,,2,48,28,14,6,,62,Toronto Maple Leafs
1280,1941,NHL,BKN,BKN,,,7,48,16,29,3,,35,Brooklyn Americans
1281,1941,NHL,BOS,BOS,,,3,48,25,17,6,,56,Boston Bruins
1282,1941,NHL,CHI,CHI,,,4,48,22,23,3,,47,Chicago Black Hawks
1283,1941,NHL,DET,DET,,,5,48,19,25,4,,42,Detroit Red Wings
1284,1941,NHL,MTL,MTL,,,6,48,18,27,3,,39,Montreal Canadiens
1285,1941,NHL,NYR,NYR,,,1,48,29,17,2,,60,New York Rangers
1286,1941,NHL,TOR,TOR,,,2,48,27,18,3,,57,Toronto Maple Leafs
1287,1942,NHL,BOS,BOS,,,2,50,24,17,9,,57,Boston Bruins
1288,1942,NHL,CHI,CHI,,,5,50,17,18,15,,49,Chicago Black Hawks
1289,1942,NHL,DET,DET,,,1,50,25,14,11,,61,Detroit Red Wings
1290,1942,NHL,MTL,MTL,,,4,50,19,19,12,,50,Montreal Canadiens
1291,1942,NHL,NYR,NYR,,,6,50,11,31,8,,30,New York Rangers
1292,1942,NHL,TOR,TOR,,,3,50,22,19,9,,53,Toronto Maple Leafs
1293,1943,NHL,BOS,BOS,,,5,50,19,26,5,,43,Boston Bruins
1294,1943,NHL,CHI,CHI,,,4,50,22,23,5,,49,Chicago Black Hawks
1295,1943,NHL,DET,DET,,,2,50,26,18,6,,58,Detroit Red Wings
1296,1943,NHL,MTL,MTL,,,1,50,38,5,7,,83,Montreal Canadiens
1297,1943,NHL,NYR,NYR,,,6,50,6,39,5,,17,New York Rangers
1298,1943,NHL,TOR,TOR,,,3,50,23,23,4,,50,Toronto Maple Leafs
1299,1944,NHL,BOS,BOS,,,4,50,16,30,4,,36,Boston Bruins
1300,1944,NHL,CHI,CHI,,,5,50,13,30,7,,33,Chicago Black Hawks
1301,1944,NHL,DET,DET,,,2,50,31,14,5,,67,Detroit Red Wings
1302,1944,NHL,MTL,MTL,,,1,50,38,8,4,,80,Montreal Canadiens
1303,1944,NHL,NYR,NYR,,,6,50,11,29,10,,32,New York Rangers
1304,1944,NHL,TOR,TOR,,,3,50,24,22,4,,52,Toronto Maple Leafs
1305,1945,NHL,BOS,BOS,,,2,50,24,18,8,,56,Boston Bruins
1306,1945,NHL,CHI,CHI,,,3,50,23,20,7,,53,Chicago Black Hawks
1307,1945,NHL,DET,DET,,,4,50,20,20,10,,50,Detroit Red Wings
1308,1945,NHL,MTL,MTL,,,1,50,28,17,5,,61,Montreal Canadiens
1309,1945,NHL,NYR,NYR,,,6,50,13,28,9,,35,New York Rangers
1310,1945,NHL,TOR,TOR,,,5,50,19,24,7,,45,Toronto Maple Leafs
1311,1946,NHL,BOS,BOS,,,3,60,26,23,11,,63,Boston Bruins
1312,1946,NHL,CHI,CHI,,,6,60,19,37,4,,42,Chicago Black Hawks
1313,1946,NHL,DET,DET,,,4,60,22,27,11,,55,Detroit Red Wings
1314,1946,NHL,MTL,MTL,,,1,60,34,16,10,,78,Montreal Canadiens
1315,1946,NHL,NYR,NYR,,,5,60,22,32,6,,50,New York Rangers
1316,1946,NHL,TOR,TOR,,,2,60,31,19,10,,72,Toronto Maple Leafs
1317,1947,NHL,BOS,BOS,,,3,60,23,24,13,,59,Boston Bruins
1318,1947,NHL,CHI,CHI,,,6,60,20,34,6,,46,Chicago Black Hawks
1319,1947,NHL,DET,DET,,,2,60,30,18,12,,72,Detroit Red Wings
1320,1947,NHL,MTL,MTL,,,5,60,20,29,11,,51,Montreal Canadiens
